Temperature,Heat Capacity,Heat Capacity Error,Magnetic Susceptibility,Magnetic Susceptibility Error,Average Energy,Average Energy Error,Average Magnetization,Average Magnetization Error,binder cumulant,binder cumulant error
1.27567,3.88088977719696,7.443189786748416e-05,7.649235071239094e-05,4.352128295453758e-05,-0.8835321629999998,0.007947093807755812,0.7102282592,0.011157109337431033,1.000983735893422,0.08866665116521098
1.27778,0.5019539462374554,1.2962724399892199e-05,0.0013072892408556738,1.2511766301741262e-05,-0.6552839859237825,0.0028628505242225964,-0.02010139585070381,0.0462011281228194,3.105291797570248,13.20398088340549
1.277,0.5463770438837566,5.769106482613062e-06,0.0017138168193046792,8.139705365883313e-06,-0.65568418418,0.0029849802522093592,0.004432809999999999,0.05286612038405683,3.1965723351370325,13.725643039906297
1.277,4.132271251156473,7.82018944622047e-05,8.394989566710119e-05,4.5113120494701205e-05,-0.8785455615399999,0.008208988573560134,0.7034231592000001,0.011700524238546086,1.001103210401251,0.09392460513994053
1.27833,0.4793126902805322,5.038874993233167e-06,0.0014739466058980486,6.831143899397824e-06,-0.6550914887600001,0.002798702835941133,0.010826021999999998,0.049078151825055996,2.776199406262406,10.773818269404105
1.27833,4.748245868795801,8.841112214106482e-05,9.99111659292799e-05,4.855099005006422e-05,-0.87245550024,0.008808742680407468,0.6948954556000001,0.012777748553700322,1.0013461289435006,0.1036981223405512
1.27967,0.4073513198896255,4.261782294790529e-06,0.0011675052563676314,4.730523274580227e-06,-0.65437181944,0.002582776912435465,-0.0004442212000000001,0.04372519489478397,2.640941554233009,9.534345572343144
1.27967,4.989701251588275,9.130599578059494e-05,0.00010923756790403697,5.00132024845503e-05,-0.8659922973999999,0.009039399977794568,0.6856293339999999,0.013374832222319033,1.0015119819341722,0.10981818665496433
1.281,0.46538174104258445,4.8547416612419665e-06,0.0011330740768997437,6.349957991698319e-06,-0.6539555625000001,0.002763491561312598,-0.013889977199999999,0.043120384479438875,3.2372018885452682,13.619034803014328
1.281,5.546863753301217,9.976853098818805e-05,0.0001262874282540517,5.297313853478987e-05,-0.8593436565400001,0.009540633699546535,0.6759509984000001,0.014395724688010094,1.0018035670320662,0.12002507256910674
1.28233,0.4144105714279458,4.304514676883608e-06,0.001009647850443053,4.603316590885211e-06,-0.6533367529999999,0.002610475120256477,0.005601741999999999,0.04074638723007087,2.929477775625579,11.787540017543838
1.28233,6.082300771086263,0.00010720935044873788,0.0001451736579741327,5.5757772676145073e-05,-0.8517588085800001,0.01000087713467412,0.6646267840000001,0.015450696284428656,1.002144142162344,0.13077215354191313
1.28367,0.3909846399344769,4.044620042802307e-06,0.0008536183760239009,3.811613521134577e-06,-0.6527319099399999,0.0025382686317374156,-0.0026659671999999996,0.037505038228248404,2.9537936919872863,12.561412006253208
1.28367,7.635978234871468,0.00013080568452935709,0.00019931838688629885,6.352074329508746e-05,-0.84089867572,0.011217344957083214,0.6476848284000001,0.01812305533526969,1.0030890127188565,0.15673588601374755
1.285,0.3742942347394613,3.857003098793066e-06,0.0006768389849966464,3.0919542523745676e-06,-0.6521661017199999,0.0024860739306635303,-0.0024096791999999997,0.03343106049345731,3.044744144720268,14.158155409228161
1.285,10.037707735517952,0.00016640861313156253,0.0002854594922044458,7.34631579550565e-05,-0.8280846822600001,0.012874333168163384,0.6268454059999999,0.021710994389035045,1.0047205235070185,0.19394167774310378
1.32222,0.33420500566369815,7.659012993891237e-06,0.00019066735526885768,1.3637169485606763e-06,-0.6390016709183673,0.0024172460004892437,0.00028403649921507026,0.018257972407368827,3.0834449804048774,14.539915012459998
1.36667,0.3202998473125948,6.583370612942891e-06,0.00010341693518716611,7.328064487432164e-07,-0.6241003521411325,0.002445979021763339,0.00019784063470162108,0.013898572397706678,3.036110393260501,13.24836170163476
1.38889,0.3321938045655085,1.8583861083699483e-05,8.581483412815911e-05,9.636936894397484e-07,-0.6170143033867082,0.002531595925032865,-0.0003011846393651695,0.01286707425784801,2.7754154100420356,10.512148428665244
1.41111,0.3183386686670839,5.8595252658298204e-06,7.343223336338706e-05,5.0093527729335e-07,-0.6098352973638828,0.0025177712331500694,0.000499289480167529,0.012092467751285174,2.875539530285638,11.561129435051631
1.45556,0.303838344304985,5.0366331190566315e-06,5.073625587065402e-05,3.62239121746802e-07,-0.5961112290853388,0.002537243410014577,-0.00011802144586648222,0.010368120839762107,3.0619405277757323,13.215205367992004
1.5,0.29553529195721256,4.4046070111186035e-06,4.11762602269319e-05,2.931773079950633e-07,-0.5827904645572121,0.0025787346370332066,-0.00031490670352453355,0.009625547208841616,3.0451529739822454,12.798176030149595
