step,Energy,Magnet,acc,J
1,-0.00320012,-0.0138,1e-07,1.00004
10000001,-0.655253,0.0588,0.33716,1.00069
20000001,-0.660382,-0.0538,0.330267,1.00058
30000001,-0.871225,0.6894,0.271451,1.09505
40000001,-0.883091,0.7168,0.179432,1.10276
50000001,-0.833159,0.6338,0.174605,1.08034
60000001,-0.844668,0.646,0.185339,1.08346
70000001,-0.864215,0.7014,0.195541,1.09839
80000001,-0.881309,0.709,0.183609,1.10054
90000001,-0.88653,0.7068,0.175565,1.09991
100000001,-0.8071,0.591,0.183886,1.06986
110000001,-0.837755,0.6352,0.189343,1.0807
120000001,-0.866018,0.6856,0.186498,1.09401
130000001,-0.929265,0.7698,0.189363,1.11852
140000001,-0.88959,0.7182,0.186811,1.10316
150000001,-0.81045,0.5882,0.183295,1.0692
160000001,-0.877201,0.7064,0.193306,1.0998
170000001,-0.759808,0.4674,0.196103,1.04369
180000001,-0.794663,0.5686,0.191576,1.06466
190000001,-0.861698,0.6818,0.182157,1.09297
200000001,-0.880776,0.7008,0.185472,1.09822
210000001,-0.910629,0.7324,0.18292,1.10728
220000001,-0.863124,0.6884,0.176533,1.09478
230000001,-0.841587,0.6436,0.183533,1.08284
240000001,-0.832134,0.6374,0.187184,1.08126
250000001,-0.780121,0.5422,0.189976,1.0588
260000001,-0.839,0.6566,0.188839,1.08622
270000001,-0.851891,0.6664,0.172298,1.08882
280000001,-0.893956,0.718,0.179102,1.1031
290000001,-0.876208,0.7098,0.180804,1.10076
300000001,-0.858424,0.6664,0.184176,1.08882
310000001,-0.930799,0.7688,0.172686,1.11821
320000001,-0.861885,0.6786,0.192321,1.0921
330000001,-0.883663,0.7058,0.178849,1.09963
340000001,-0.724888,0.4286,0.187099,1.03674
350000001,-0.659226,0.0792,0.330966,1.00125
360000001,-0.83742,0.6202,0.310857,1.07693
370000001,-0.89045,0.7238,0.175022,1.10478
380000001,-0.887472,0.709,0.174912,1.10054
390000001,-0.861277,0.6778,0.183018,1.09188
400000001,-0.840464,0.6292,0.18253,1.07918
410000001,-0.669022,-0.0682,0.301791,1.00093
420000001,-0.65406,0.1128,0.336345,1.00254
430000001,-0.842099,-0.6696,0.237928,1.08967
440000001,-0.859212,-0.6722,0.184772,1.09037
450000001,-0.860522,-0.6598,0.182117,1.08707
460000001,-0.883457,-0.701,0.186209,1.09828
470000001,-0.844286,-0.6612,0.182066,1.08744
480000001,-0.919573,-0.7544,0.184332,1.11382
490000001,-0.842395,-0.6368,0.19067,1.0811
500000001,-0.833161,-0.6316,0.190282,1.07978
510000001,-0.774025,-0.5194,0.183908,1.05396
520000001,-0.846772,-0.6606,0.18139,1.08728
530000001,-0.83578,-0.6514,0.182094,1.08486
540000001,-0.815887,-0.6248,0.191454,1.07808
550000001,-0.863512,-0.676,0.18364,1.0914
560000001,-0.873988,-0.692,0.180932,1.09577
570000001,-0.88374,-0.7042,0.184301,1.09918
580000001,-0.847163,-0.6646,0.178358,1.08834
590000001,-0.923817,-0.7642,0.177736,1.1168
600000001,-0.879745,-0.6962,0.182669,1.09694
610000001,-0.88606,-0.7182,0.174721,1.10316
620000001,-0.858649,-0.6716,0.177157,1.09021
630000001,-0.840633,-0.6646,0.181649,1.08834
640000001,-0.822804,-0.6294,0.191905,1.07923
650000001,-0.854249,-0.661,0.191652,1.08738
660000001,-0.838201,-0.644,0.17533,1.08295
670000001,-0.864275,-0.6714,0.177631,1.09016
680000001,-0.894537,-0.7186,0.180961,1.10328
690000001,-0.891729,-0.7236,0.192447,1.10472
700000001,-0.858297,-0.672,0.184655,1.09032
710000001,-0.90393,-0.7266,0.181946,1.10559
720000001,-0.893533,-0.7294,0.191678,1.1064
730000001,-0.827475,-0.62,0.186698,1.07688
740000001,-0.877884,-0.6898,0.1838,1.09516
750000001,-0.807227,-0.5772,0.187677,1.06663
760000001,-0.888712,-0.7144,0.189324,1.10207
770000001,-0.888729,-0.724,0.185006,1.10484
780000001,-0.848518,-0.6564,0.183367,1.08617
790000001,-0.857815,-0.68,0.180808,1.09248
800000001,-0.868915,-0.7008,0.184905,1.09822
810000001,-0.762342,-0.5174,0.18344,1.05354
820000001,-0.844865,-0.6534,0.193763,1.08539
830000001,-0.844557,-0.6476,0.186873,1.08388
840000001,-0.853049,-0.674,0.179446,1.09086
850000001,-0.820035,-0.6102,0.177705,1.07447
860000001,-0.90674,-0.742,0.18514,1.11011
870000001,-0.887265,-0.7272,0.171958,1.10576
