step,Energy,Magnet,acc,J
1,0.0014,0.0026,1e-05,1
100001,-0.427923,0.00576,0.62296,1.00001
200001,-0.53624,0.00022,0.48391,1
300001,-0.570402,-0.00382,0.42988,1
400001,-0.58948,-0.00052,0.41219,1
500001,-0.60252,-0.00048,0.39814,1
600001,-0.607561,-0.00272,0.39164,1
700001,-0.609131,-0.00948,0.38806,1.00002
800001,-0.616451,-0.00948,0.38654,1.00002
900001,-0.616006,-0.00712,0.38364,1.00001
1000001,-0.618248,-0.00802,0.38369,1.00001
1100001,-0.618055,-0.01088,0.38383,1.00002
1200001,-0.619381,-0.01288,0.38274,1.00003
1300001,-0.616615,-0.01106,0.38315,1.00002
1400001,-0.614725,-0.0064,0.38207,1.00001
1500001,-0.6144,-6e-05,0.38659,1
1600001,-0.616721,-0.00216,0.38453,1
1700001,-0.61736,-0.00076,0.38196,1
1800001,-0.615843,-0.0053,0.38217,1.00001
1900001,-0.620606,-0.00692,0.38215,1.00001
2000001,-0.616452,-0.00972,0.382,1.00002
2100001,-0.620256,-0.01144,0.38146,1.00003
2200001,-0.615286,-0.00684,0.38004,1.00001
2300001,-0.618481,-0.00256,0.38302,1
2400001,-0.61356,-0.00124,0.3879,1
2500001,-0.618163,-0.00508,0.3858,1.00001
2600001,-0.616369,-0.00864,0.38384,1.00001
2700001,-0.61718,-0.01274,0.38525,1.00003
2800001,-0.61609,-0.00906,0.38402,1.00002
2900001,-0.614432,-0.01608,0.38441,1.00005
3000001,-0.615976,-0.01134,0.38269,1.00003
3100001,-0.617901,-0.01314,0.382,1.00003
3200001,-0.619072,-0.01596,0.37875,1.00005
3300001,-0.619226,-0.01454,0.38349,1.00004
3400001,-0.617779,-0.0125,0.38204,1.00003
3500001,-0.611136,-0.0113,0.38334,1.00003
3600001,-0.614503,-0.01378,0.3867,1.00004
3700001,-0.620094,-0.02086,0.38484,1.00009
3800001,-0.623112,-0.01604,0.37885,1.00005
3900001,-0.617551,-0.01576,0.38162,1.00005
4000001,-0.621149,-0.01522,0.37929,1.00005
4100001,-0.618265,-0.01408,0.38291,1.00004
4200001,-0.616741,-0.01312,0.38308,1.00003
4300001,-0.615207,-0.0073,0.38327,1.00001
4400001,-0.61765,-0.00882,0.38148,1.00002
4500001,-0.617143,-0.01356,0.38457,1.00004
4600001,-0.618797,-0.0174,0.384,1.00006
4700001,-0.619507,-0.0147,0.37891,1.00004
4800001,-0.620528,-0.01968,0.37923,1.00008
4900001,-0.617495,-0.01112,0.37804,1.00002
5000001,-0.613988,-0.01512,0.38216,1.00005
5100001,-0.616092,-0.01002,0.38173,1.00002
5200001,-0.616891,-0.00926,0.38076,1.00002
5300001,-0.61857,-0.00914,0.3836,1.00002
5400001,-0.619043,-0.00518,0.38228,1.00001
5500001,-0.616767,-0.00758,0.3838,1.00001
5600001,-0.619206,-0.00682,0.38168,1.00001
5700001,-0.616858,-0.01208,0.37875,1.00003
5800001,-0.614936,-0.01152,0.38592,1.00003
5900001,-0.613726,-0.00726,0.38617,1.00001
6000001,-0.616322,-0.00412,0.38563,1
6100001,-0.616247,-0.00746,0.38495,1.00001
6200001,-0.616613,-0.01032,0.38539,1.00002
6300001,-0.613468,-0.01516,0.38408,1.00005
6400001,-0.614625,-0.01418,0.38341,1.00004
6500001,-0.616301,-0.0131,0.38346,1.00003
6600001,-0.615617,-0.01158,0.38196,1.00003
6700001,-0.616367,-0.00776,0.38387,1.00001
6800001,-0.618729,-0.0087,0.37919,1.00002
6900001,-0.622402,-0.004,0.37677,1
7000001,-0.6186,-0.00064,0.3832,1
7100001,-0.615445,0.0066,0.38158,1.00001
7200001,-0.617659,0.0125,0.37957,1.00003
7300001,-0.62073,0.00912,0.38019,1.00002
7400001,-0.620643,0.00516,0.3794,1.00001
7500001,-0.6192,0.00146,0.37993,1
7600001,-0.61768,-6e-05,0.38258,1
7700001,-0.6182,-0.00122,0.38424,1
7800001,-0.615491,-0.00926,0.38294,1.00002
7900001,-0.615049,-0.00848,0.38351,1.00001
8000001,-0.617601,-0.00274,0.38357,1
8100001,-0.624009,-0.00848,0.37881,1.00001
8200001,-0.617455,-0.01104,0.38204,1.00002
8300001,-0.617309,-0.01526,0.38227,1.00005
8400001,-0.618452,-0.0099,0.37942,1.00002
8500001,-0.62054,-0.01268,0.37795,1.00003
8600001,-0.615823,-0.01368,0.38382,1.00004
8700001,-0.618102,-0.0134,0.3817,1.00004
8800001,-0.613548,-0.015,0.3821,1.00005
8900001,-0.615495,-0.02112,0.38492,1.00009
9000001,-0.61745,-0.02022,0.38417,1.00008
9100001,-0.614039,-0.02534,0.38218,1.00013
9200001,-0.61571,-0.02382,0.38548,1.00011
9300001,-0.616249,-0.01986,0.38366,1.00008
9400001,-0.617621,-0.0223,0.38408,1.0001
9500001,-0.614161,-0.01824,0.38135,1.00007
9600001,-0.62017,-0.00894,0.38169,1.00002
9700001,-0.621134,-0.01076,0.38247,1.00002
9800001,-0.617209,-0.00844,0.37978,1.00001
9900001,-0.616445,-0.00626,0.38293,1.00001
10000001,-0.617934,-0.0106,0.38091,1.00002
10100001,-0.614413,-0.01026,0.38593,1.00002
10200001,-0.617537,-0.01172,0.38727,1.00003
10300001,-0.614421,-0.01318,0.38243,1.00003
10400001,-0.612292,-0.0098,0.38561,1.00002
10500001,-0.614166,-0.0071,0.38473,1.00001
10600001,-0.612166,-0.00698,0.38334,1.00001
10700001,-0.615564,-0.00534,0.38616,1.00001
10800001,-0.616283,-0.00472,0.38423,1
10900001,-0.617365,-0.00628,0.38266,1.00001
11000001,-0.614842,-0.0039,0.38279,1
11100001,-0.616881,-0.0034,0.38301,1
11200001,-0.619294,-0.01056,0.38108,1.00002
11300001,-0.618486,-0.00694,0.38393,1.00001
11400001,-0.618892,-0.00966,0.3805,1.00002
11500001,-0.621106,-0.01434,0.38218,1.00004
11600001,-0.619994,-0.01666,0.38008,1.00006
11700001,-0.618109,-0.01522,0.37968,1.00005
11800001,-0.616336,-0.0113,0.38132,1.00003
11900001,-0.616737,-0.01172,0.38405,1.00003
12000001,-0.618403,-0.00478,0.38071,1
12100001,-0.617248,-0.00796,0.38159,1.00001
12200001,-0.616463,-0.01358,0.38241,1.00004
12300001,-0.617662,-0.01324,0.38043,1.00004
12400001,-0.615783,-0.01356,0.38074,1.00004
12500001,-0.613452,-0.00982,0.38305,1.00002
12600001,-0.617856,-0.01122,0.38414,1.00003
12700001,-0.617335,-0.01098,0.38144,1.00002
12800001,-0.617446,-0.00698,0.3843,1.00001
12900001,-0.613362,-0.00388,0.38481,1
13000001,-0.616047,-0.00774,0.38885,1.00001
13100001,-0.619157,-0.01724,0.38319,1.00006
13200001,-0.618062,-0.02244,0.38354,1.0001
13300001,-0.616649,-0.02688,0.3823,1.00014
13400001,-0.617459,-0.0283,0.38047,1.00016
13500001,-0.613723,-0.02606,0.38236,1.00014
13600001,-0.617395,-0.01674,0.38266,1.00006
13700001,-0.617855,-0.01116,0.38165,1.00002
13800001,-0.617654,-0.01062,0.38157,1.00002
13900001,-0.615578,-0.0122,0.38291,1.00003
14000001,-0.615136,-0.01124,0.37914,1.00003
14100001,-0.618374,-0.01056,0.38154,1.00002
14200001,-0.620173,-0.01026,0.38357,1.00002
14300001,-0.61774,-0.01268,0.38149,1.00003
14400001,-0.61633,-0.00878,0.38041,1.00002
14500001,-0.615094,-0.01062,0.38144,1.00002
14600001,-0.611852,-0.00988,0.38517,1.00002
14700001,-0.615642,-0.0035,0.38409,1
14800001,-0.616721,-0.0031,0.37912,1
14900001,-0.61732,-0.00196,0.38167,1
15000001,-0.613082,-0.0037,0.38441,1
15100001,-0.61464,0.00056,0.38641,1
15200001,-0.618324,-0.00578,0.38425,1.00001
15300001,-0.620202,-0.00444,0.38083,1
15400001,-0.615841,-0.00312,0.3843,1
15500001,-0.619805,-0.00604,0.38206,1.00001
15600001,-0.619081,-0.00258,0.38011,1
15700001,-0.620883,-0.00494,0.38248,1
15800001,-0.621768,-0.00826,0.37956,1.00001
15900001,-0.618124,-0.00598,0.37866,1.00001
16000001,-0.620922,-0.00388,0.38213,1
16100001,-0.621122,-0.00408,0.37884,1
16200001,-0.6186,0.00064,0.38196,1
16300001,-0.61488,0.00154,0.38323,1
16400001,-0.615242,-0.00424,0.38163,1
16500001,-0.618401,-0.00348,0.37966,1
16600001,-0.617481,-0.00234,0.38263,1
16700001,-0.616882,0.00428,0.38271,1
16800001,-0.614771,0.00952,0.38526,1.00002
16900001,-0.615129,0.00838,0.38439,1.00001
17000001,-0.616529,0.0087,0.38228,1.00002
17100001,-0.619245,0.00618,0.3795,1.00001
17200001,-0.618847,0.00768,0.38183,1.00001
17300001,-0.618125,0.0065,0.38133,1.00001
17400001,-0.616814,0.01058,0.38598,1.00002
17500001,-0.619731,0.00954,0.38108,1.00002
17600001,-0.617249,0.0083,0.37958,1.00001
17700001,-0.6176,0.00124,0.38279,1
17800001,-0.617201,0.00308,0.38202,1
17900001,-0.616563,0.0051,0.38379,1.00001
18000001,-0.615646,0.00712,0.38363,1.00001
18100001,-0.618561,0.00324,0.38424,1
18200001,-0.61813,0.0088,0.38446,1.00002
18300001,-0.614573,0.01012,0.38364,1.00002
18400001,-0.617624,0.014,0.38442,1.00004
18500001,-0.619107,0.01482,0.38053,1.00004
18600001,-0.615555,0.01686,0.38346,1.00006
18700001,-0.617658,0.01192,0.38315,1.00003
18800001,-0.622808,0.00782,0.37637,1.00001
18900001,-0.616814,0.01072,0.38025,1.00002
19000001,-0.619563,0.00502,0.38219,1.00001
19100001,-0.617441,-0.0031,0.38318,1
19200001,-0.614801,-0.00238,0.38534,1
19300001,-0.614171,-0.00928,0.38441,1.00002
19400001,-0.618683,-0.00462,0.38153,1
19500001,-0.615208,-0.0081,0.38084,1.00001
19600001,-0.615924,-0.00598,0.38474,1.00001
19700001,-0.61957,-0.00912,0.38439,1.00002
19800001,-0.620545,-0.01418,0.38121,1.00004
19900001,-0.619812,-0.00974,0.38146,1.00002
20000001,-0.621935,-0.01096,0.38467,1.00002
20100001,-0.616046,-0.0071,0.38107,1.00001
20200001,-0.618966,-0.00692,0.38461,1.00001
20300001,-0.617804,-0.006,0.38092,1.00001
20400001,-0.613607,-0.00728,0.38576,1.00001
20500001,-0.615208,-0.00818,0.38427,1.00001
20600001,-0.617768,-0.00812,0.38199,1.00001
20700001,-0.619401,-0.00262,0.38201,1
20800001,-0.61756,-0.0016,0.38127,1
20900001,-0.618403,-0.0047,0.38043,1
21000001,-0.619084,-0.0057,0.38142,1.00001
21100001,-0.614207,-0.00748,0.38341,1.00001
21200001,-0.617421,-0.01308,0.38622,1.00003
21300001,-0.618297,-0.0118,0.38052,1.00003
21400001,-0.617793,-0.01626,0.38379,1.00005
21500001,-0.620751,-0.0158,0.37955,1.00005
21600001,-0.619118,-0.01752,0.3787,1.00006
21700001,-0.615995,-0.01674,0.37923,1.00006
21800001,-0.614769,-0.00838,0.38384,1.00001
21900001,-0.617401,-0.00238,0.38328,1
22000001,-0.618761,-0.00242,0.37872,1
22100001,-0.616002,-0.00378,0.37798,1
22200001,-0.616081,-0.00224,0.38371,1
22300001,-0.61644,0.00076,0.38196,1
22400001,-0.616561,0.0033,0.38355,1
22500001,-0.61808,0.00088,0.38557,1
22600001,-0.617162,0.00422,0.38419,1
22700001,-0.61596,-0.00044,0.38305,1
22800001,-0.616561,-0.00228,0.3814,1
22900001,-0.618447,-0.00772,0.38058,1.00001
23000001,-0.61436,-0.00076,0.38416,1
23100001,-0.618401,-0.00226,0.38637,1
23200001,-0.611325,-0.00614,0.38392,1.00001
23300001,-0.615802,-0.00376,0.38573,1
23400001,-0.6186,8e-05,0.385,1
23500001,-0.620123,-0.00452,0.38098,1
23600001,-0.613928,-0.00832,0.38386,1.00001
23700001,-0.609483,-0.00468,0.38626,1
23800001,-0.611374,-0.01082,0.38677,1.00002
23900001,-0.612289,-0.00844,0.38713,1.00001
24000001,-0.613706,-0.01448,0.38794,1.00004
24100001,-0.616617,-0.0119,0.38403,1.00003
24200001,-0.617583,-0.01354,0.38032,1.00004
24300001,-0.619655,-0.01116,0.37805,1.00002
24400001,-0.618577,-0.01158,0.37861,1.00003
24500001,-0.618809,-0.00834,0.38522,1.00001
24600001,-0.620522,-0.00406,0.37962,1
24700001,-0.619091,-0.0093,0.38014,1.00002
24800001,-0.617567,-0.00736,0.38357,1.00001
24900001,-0.616491,-0.00958,0.38415,1.00002
25000001,-0.615445,-0.00618,0.38266,1.00001
25100001,-0.614498,-0.01212,0.38097,1.00003
25200001,-0.613019,-0.01236,0.38564,1.00003
25300001,-0.617582,-0.01332,0.38046,1.00004
25400001,-0.623135,-0.01102,0.37923,1.00002
25500001,-0.616985,-0.01434,0.37972,1.00004
25600001,-0.61457,-0.00902,0.3808,1.00002
25700001,-0.616281,-0.00314,0.38372,1
25800001,-0.613721,-0.00204,0.38163,1
25900001,-0.61376,-0.00158,0.38673,1
26000001,-0.617801,-0.00324,0.38379,1
26100001,-0.61532,-0.0017,0.38419,1
26200001,-0.612845,-0.0061,0.38276,1.00001
26300001,-0.612296,-0.0113,0.38574,1.00003
26400001,-0.614048,-0.00816,0.38665,1.00001
26500001,-0.614404,-0.00536,0.38722,1.00001
26600001,-0.61264,0.0008,0.38282,1
26700001,-0.615961,-0.0021,0.38369,1
26800001,-0.616081,-0.00244,0.38319,1
26900001,-0.61492,-0.00122,0.38229,1
27000001,-0.618804,-0.0055,0.38296,1.00001
27100001,-0.6204,0.00038,0.38192,1
27200001,-0.61776,-0.00114,0.38178,1
27300001,-0.617163,-0.00498,0.37844,1
27400001,-0.62072,-5.68529e-18,0.38411,1
27500001,-0.620041,0.00258,0.37991,1
27600001,-0.617881,0.00216,0.38195,1
27700001,-0.61648,0.001,0.38566,1
27800001,-0.6176,0.00142,0.38521,1
27900001,-0.615123,0.0047,0.38334,1
28000001,-0.612689,0.00878,0.38472,1.00002
28100001,-0.614328,0.0082,0.38517,1.00001
28200001,-0.616363,0.00496,0.38638,1
28300001,-0.617338,0.01196,0.38494,1.00003
28400001,-0.615327,0.0196,0.38268,1.00008
28500001,-0.622448,0.01954,0.38117,1.00008
28600001,-0.617206,0.01936,0.37717,1.00007
28700001,-0.618039,0.01766,0.37837,1.00006
28800001,-0.618626,0.02318,0.37876,1.00011
28900001,-0.616998,0.0251,0.38156,1.00013
29000001,-0.616408,0.0267,0.37846,1.00014
29100001,-0.613678,0.0252,0.38077,1.00013
29200001,-0.619256,0.0213,0.38393,1.00009
29300001,-0.617107,0.01492,0.38057,1.00004
29400001,-0.61543,0.0155,0.38165,1.00005
29500001,-0.615939,0.01236,0.38113,1.00003
29600001,-0.616857,0.01164,0.38168,1.00003
29700001,-0.620525,0.00622,0.38241,1.00001
29800001,-0.617573,0.01018,0.38002,1.00002
