step,Energy,Magnet,acc,J
1,0.0014,0.0026,1e-05,1
100001,-0.458481,0.0025,0.59889,1
200001,-0.586,0.00088,0.43443,1
300001,-0.64376,0.00068,0.36964,1
400001,-0.675922,-0.00336,0.33204,1
500001,-0.694884,-0.00548,0.30772,1.00001
600001,-0.705241,-0.00306,0.29627,1
700001,-0.71696,-0.00174,0.28766,1
800001,-0.72196,-0.00022,0.2785,1
900001,-0.723,-0.00066,0.27814,1
1000001,-0.730204,0.0049,0.2704,1
1100001,-0.730845,0.00568,0.26743,1.00001
1200001,-0.732124,0.0055,0.26655,1.00001
1300001,-0.73212,0.00144,0.26517,1
1400001,-0.735761,0.00246,0.26529,1
1500001,-0.734685,0.00554,0.26468,1.00001
1600001,-0.735764,-0.00508,0.26385,1.00001
1700001,-0.736004,-0.0053,0.26541,1.00001
1800001,-0.737928,-0.00728,0.26289,1.00001
1900001,-0.740473,-0.01484,0.26328,1.00004
2000001,-0.741114,-0.01514,0.26017,1.00005
2100001,-0.739249,-0.01824,0.25961,1.00007
2200001,-0.739936,-0.01946,0.25993,1.00008
2300001,-0.74249,-0.01834,0.25684,1.00007
2400001,-0.74144,-0.0165,0.25642,1.00005
2500001,-0.744132,-0.01874,0.25748,1.00007
2600001,-0.742181,-0.02024,0.25661,1.00008
2700001,-0.739024,-0.02082,0.25815,1.00009
2800001,-0.739893,-0.02504,0.26175,1.00013
2900001,-0.740021,-0.03092,0.25664,1.00019
3000001,-0.740379,-0.0348,0.25542,1.00024
3100001,-0.739162,-0.03694,0.25825,1.00027
3200001,-0.739335,-0.04154,0.25664,1.00035
3300001,-0.740258,-0.04488,0.25947,1.0004
3400001,-0.743377,-0.0476,0.26032,1.00045
3500001,-0.74206,-0.05322,0.25649,1.00057
3600001,-0.742337,-0.053,0.25603,1.00056
3700001,-0.740349,-0.06312,0.25502,1.0008
3800001,-0.741817,-0.0645,0.25345,1.00083
3900001,-0.74103,-0.06312,0.25741,1.0008
4000001,-0.738948,-0.06094,0.25685,1.00074
4100001,-0.740647,-0.0661,0.25746,1.00087
4200001,-0.741358,-0.07342,0.25258,1.00108
4300001,-0.7403,-0.07626,0.255,1.00116
4400001,-0.740239,-0.08382,0.25488,1.00141
4500001,-0.739661,-0.09094,0.2563,1.00165
4600001,-0.742441,-0.10264,0.25359,1.00211
4700001,-0.744942,-0.10316,0.25034,1.00213
4800001,-0.744475,-0.10994,0.25239,1.00242
4900001,-0.743596,-0.11832,0.25141,1.0028
5000001,-0.745579,-0.13072,0.25278,1.00342
5100001,-0.75038,-0.1383,0.24491,1.00383
5200001,-0.750361,-0.14998,0.24512,1.0045
5300001,-0.750588,-0.16094,0.2425,1.00518
5400001,-0.75268,-0.17224,0.23971,1.00593
5500001,-0.751454,-0.18326,0.24159,1.00672
5600001,-0.755042,-0.1954,0.23665,1.00764
5700001,-0.757915,-0.20562,0.23869,1.00846
5800001,-0.759895,-0.21708,0.23827,1.00942
5900001,-0.761747,-0.23076,0.2345,1.01065
6000001,-0.763591,-0.24408,0.23018,1.01192
6100001,-0.765615,-0.2631,0.22897,1.01384
6200001,-0.77059,-0.28064,0.22787,1.01575
6300001,-0.775051,-0.29762,0.22373,1.01772
6400001,-0.776331,-0.31906,0.21898,1.02036
6500001,-0.778508,-0.33478,0.21876,1.02242
6600001,-0.780796,-0.35576,0.21673,1.02531
6700001,-0.789524,-0.37398,0.21303,1.02797
6800001,-0.797571,-0.39766,0.20732,1.03163
6900001,-0.804424,-0.42104,0.20009,1.03545
7000001,-0.815304,-0.44354,0.19547,1.03935
7100001,-0.823254,-0.46874,0.18728,1.04394
7200001,-0.832699,-0.49446,0.1837,1.0489
7300001,-0.844415,-0.5226,0.17557,1.05462
7400001,-0.857085,-0.54994,0.16847,1.06049
7500001,-0.865534,-0.57734,0.16416,1.06666
7600001,-0.87965,-0.60504,0.15687,1.07321
7700001,-0.893047,-0.63212,0.14806,1.07992
7800001,-0.910295,-0.6615,0.13871,1.08752
7900001,-0.924013,-0.6849,0.13128,1.09382
8000001,-0.937372,-0.70782,0.12396,1.1002
8100001,-0.951734,-0.73294,0.11708,1.10744
8200001,-0.968681,-0.75834,0.10848,1.11502
8300001,-0.983121,-0.78128,0.10235,1.12208
8400001,-0.997703,-0.8029,0.09661,1.12893
8500001,-1.00875,-0.81804,0.08747,1.13384
8600001,-1.022,-0.83654,0.08429,1.13996
8700001,-1.03575,-0.8529,0.07616,1.14549
8800001,-1.04723,-0.86658,0.06926,1.15019
8900001,-1.05947,-0.87896,0.06595,1.15451
9000001,-1.06678,-0.88876,0.05966,1.15798
9100001,-1.07542,-0.90046,0.05619,1.16217
9200001,-1.08391,-0.90774,0.05414,1.1648
9300001,-1.09184,-0.9169,0.05196,1.16814
9400001,-1.09781,-0.92284,0.04801,1.17033
9500001,-1.10379,-0.92818,0.04585,1.1723
9600001,-1.10906,-0.93314,0.04272,1.17415
9700001,-1.11335,-0.93836,0.04141,1.1761
9800001,-1.11327,-0.94172,0.04092,1.17737
9900001,-1.11703,-0.94458,0.03977,1.17845
10000001,-1.12225,-0.94874,0.03826,1.18002
10100001,-1.12122,-0.94916,0.03679,1.18018
10200001,-1.12299,-0.95002,0.03675,1.18051
10300001,-1.12519,-0.9519,0.0356,1.18122
10400001,-1.12702,-0.95252,0.03447,1.18146
10500001,-1.12634,-0.95222,0.03505,1.18134
10600001,-1.12803,-0.95362,0.03496,1.18188
10700001,-1.12988,-0.95532,0.03423,1.18253
10800001,-1.13049,-0.95596,0.03366,1.18277
10900001,-1.13021,-0.9548,0.03322,1.18233
11000001,-1.12963,-0.95502,0.03389,1.18241
11100001,-1.1307,-0.95548,0.03369,1.18259
11200001,-1.13205,-0.95738,0.03329,1.18332
11300001,-1.1348,-0.95906,0.03084,1.18396
11400001,-1.13586,-0.9595,0.03078,1.18413
11500001,-1.1366,-0.96034,0.03152,1.18445
11600001,-1.13349,-0.9595,0.03024,1.18413
11700001,-1.13397,-0.95898,0.03152,1.18393
11800001,-1.1328,-0.95812,0.03287,1.1836
11900001,-1.13037,-0.95654,0.03237,1.18299
12000001,-1.13295,-0.95776,0.03231,1.18346
12100001,-1.13227,-0.95758,0.03225,1.18339
12200001,-1.13392,-0.9577,0.03106,1.18344
12300001,-1.13382,-0.95728,0.03223,1.18328
12400001,-1.13291,-0.95624,0.03194,1.18288
12500001,-1.13183,-0.95664,0.03274,1.18303
12600001,-1.13218,-0.95618,0.03161,1.18286
12700001,-1.13069,-0.95534,0.03248,1.18253
12800001,-1.13028,-0.9555,0.03326,1.1826
12900001,-1.13311,-0.95756,0.03237,1.18338
13000001,-1.13175,-0.95706,0.03129,1.18319
13100001,-1.13011,-0.95672,0.03253,1.18306
13200001,-1.13125,-0.95634,0.03233,1.18292
13300001,-1.13105,-0.95684,0.03301,1.18311
13400001,-1.13123,-0.95668,0.03336,1.18305
13500001,-1.13353,-0.95754,0.03299,1.18338
13600001,-1.13228,-0.95788,0.03291,1.18351
13700001,-1.13271,-0.95776,0.0322,1.18346
13800001,-1.13396,-0.95794,0.03209,1.18353
13900001,-1.13312,-0.9581,0.03184,1.18359
14000001,-1.13392,-0.95808,0.03077,1.18358
14100001,-1.1332,-0.95716,0.03078,1.18323
14200001,-1.13285,-0.95722,0.03131,1.18325
14300001,-1.13333,-0.95724,0.03113,1.18326
14400001,-1.12927,-0.9548,0.03212,1.18233
14500001,-1.1305,-0.95624,0.03346,1.18288
14600001,-1.1316,-0.95692,0.03424,1.18314
14700001,-1.12844,-0.95356,0.03414,1.18186
14800001,-1.12789,-0.95362,0.03391,1.18188
14900001,-1.13007,-0.95492,0.03293,1.18237
15000001,-1.13124,-0.95568,0.0328,1.18266
15100001,-1.13124,-0.95632,0.03224,1.18291
15200001,-1.129,-0.95498,0.03407,1.1824
15300001,-1.12888,-0.95426,0.03452,1.18212
15400001,-1.13157,-0.95696,0.03361,1.18315
15500001,-1.13057,-0.95642,0.03343,1.18295
15600001,-1.1293,-0.9549,0.03356,1.18237
15700001,-1.13119,-0.95606,0.0334,1.18281
15800001,-1.13011,-0.95608,0.03311,1.18282
15900001,-1.12864,-0.95476,0.03424,1.18231
16000001,-1.1312,-0.95608,0.034,1.18282
16100001,-1.13219,-0.95724,0.0322,1.18326
16200001,-1.13654,-0.9603,0.03121,1.18444
16300001,-1.13712,-0.9602,0.03089,1.1844
16400001,-1.13476,-0.95934,0.03119,1.18407
16500001,-1.13477,-0.95974,0.03126,1.18422
16600001,-1.13755,-0.9615,0.0306,1.1849
16700001,-1.13778,-0.9611,0.03022,1.18474
16800001,-1.1349,-0.9592,0.03125,1.18401
16900001,-1.13254,-0.95652,0.03156,1.18299
17000001,-1.13403,-0.95824,0.03274,1.18364
17100001,-1.13406,-0.95884,0.03308,1.18387
17200001,-1.13477,-0.95936,0.03176,1.18407
17300001,-1.13556,-0.95944,0.03192,1.18411
17400001,-1.13546,-0.95944,0.03094,1.18411
17500001,-1.13286,-0.95828,0.0314,1.18366
17600001,-1.1328,-0.95852,0.03078,1.18375
17700001,-1.13498,-0.95902,0.03223,1.18394
17800001,-1.13297,-0.95756,0.03259,1.18338
17900001,-1.132,-0.95814,0.03241,1.18361
18000001,-1.13193,-0.95704,0.03167,1.18319
18100001,-1.13253,-0.9579,0.03295,1.18351
18200001,-1.13508,-0.95918,0.03206,1.18401
18300001,-1.13522,-0.95828,0.03079,1.18366
18400001,-1.13556,-0.95906,0.03077,1.18396
18500001,-1.13388,-0.95914,0.0308,1.18399
18600001,-1.13194,-0.95732,0.03249,1.18329
18700001,-1.13468,-0.95848,0.03188,1.18374
18800001,-1.13279,-0.95706,0.03221,1.18319
18900001,-1.13093,-0.95546,0.03166,1.18258
19000001,-1.13131,-0.956,0.03171,1.18279
19100001,-1.13155,-0.95612,0.03344,1.18283
19200001,-1.13095,-0.95528,0.03292,1.18251
19300001,-1.12831,-0.95426,0.03329,1.18212
19400001,-1.12872,-0.95524,0.03319,1.1825
19500001,-1.13183,-0.9565,0.03305,1.18298
19600001,-1.13448,-0.9587,0.03304,1.18382
19700001,-1.13598,-0.96008,0.03169,1.18435
19800001,-1.13508,-0.9593,0.03097,1.18405
19900001,-1.13435,-0.95874,0.03166,1.18384
20000001,-1.13457,-0.95844,0.03191,1.18372
20100001,-1.13199,-0.95694,0.03233,1.18315
20200001,-1.13376,-0.95778,0.03214,1.18347
20300001,-1.13152,-0.95656,0.03167,1.183
20400001,-1.13172,-0.95712,0.03256,1.18322
20500001,-1.12918,-0.95572,0.03388,1.18268
20600001,-1.13007,-0.9557,0.03445,1.18267
20700001,-1.13107,-0.95638,0.03326,1.18293
20800001,-1.13241,-0.95718,0.03256,1.18324
20900001,-1.13386,-0.95882,0.03142,1.18387
21000001,-1.13494,-0.95944,0.03171,1.18411
21100001,-1.13148,-0.9575,0.03207,1.18336
21200001,-1.13211,-0.95792,0.03311,1.18352
21300001,-1.13179,-0.95848,0.03284,1.18374
21400001,-1.1335,-0.95914,0.03265,1.18399
21500001,-1.1334,-0.96026,0.03196,1.18442
21600001,-1.13413,-0.9589,0.032,1.1839
21700001,-1.13229,-0.95726,0.0321,1.18327
21800001,-1.13303,-0.95706,0.03224,1.18319
21900001,-1.13068,-0.95582,0.03118,1.18272
22000001,-1.13111,-0.95518,0.03266,1.18247
22100001,-1.12894,-0.95416,0.03347,1.18208
22200001,-1.1297,-0.95522,0.03363,1.18249
22300001,-1.13009,-0.95576,0.03375,1.1827
22400001,-1.12942,-0.95496,0.03332,1.18239
22500001,-1.12891,-0.95538,0.03251,1.18255
22600001,-1.13116,-0.9561,0.03434,1.18283
22700001,-1.13244,-0.95688,0.03201,1.18312
