step,Energy,Magnet,acc,J
1,-0.0028,0.0002,1e-06,1
1000001,-0.653558,0.0762,0.358002,1.00116
2000001,-0.644015,-0.0568,0.353397,1.00065
3000001,-0.657166,-0.0764,0.35177,1.00117
4000001,-0.649274,-0.0238,0.353521,1.00011
5000001,-0.643437,0.0704,0.354797,1.00099
6000001,-0.654163,0.1874,0.339621,1.00702
7000001,-0.641396,0.0882,0.339408,1.00156
8000001,-0.64932,-0.0304,0.353525,1.00018
9000001,-0.635224,-0.0806,0.352319,1.0013
10000001,-0.652813,-0.1362,0.34836,1.00371
11000001,-0.631309,-0.0294,0.346186,1.00017
12000001,-0.640252,-0.0444,0.355449,1.00039
13000001,-0.631317,0.064,0.35457,1.00082
14000001,-0.644912,0.063,0.348811,1.00079
15000001,-0.648107,-0.1696,0.351159,1.00575
16000001,-0.649475,-0.164,0.348654,1.00538
17000001,-0.631821,0.0418,0.348179,1.00035
18000001,-0.652084,0.0824,0.356099,1.00136
19000001,-0.632407,0.0074,0.352997,1.00001
20000001,-0.628443,0.0186,0.353976,1.00007
21000001,-0.644132,0.032,0.351905,1.0002
22000001,-0.650532,0.064,0.353046,1.00082
23000001,-0.641017,0.0694,0.352985,1.00096
24000001,-0.645643,0.0182,0.35356,1.00007
25000001,-0.642852,0.0202,0.35681,1.00008
26000001,-0.654237,0.0426,0.355568,1.00036
27000001,-0.6348,0.0014,0.35417,1
28000001,-0.653407,-0.0398,0.351804,1.00032
29000001,-0.639254,-0.0818,0.351794,1.00134
30000001,-0.632533,0.0324,0.354027,1.00021
31000001,-0.649604,0.0058,0.354575,1.00001
32000001,-0.641574,0.054,0.350361,1.00058
33000001,-0.636111,0.0634,0.354125,1.0008
34000001,-0.646991,0.1038,0.35325,1.00215
35000001,-0.639993,-0.0554,0.354056,1.00061
36000001,-0.664131,-0.1002,0.346284,1.00201
37000001,-0.636135,-0.0326,0.354222,1.00021
38000001,-0.636184,0.1044,0.356571,1.00218
39000001,-0.64245,-0.0592,0.351668,1.0007
40000001,-0.642402,0.0038,0.354123,1
41000001,-0.635046,0.044,0.353823,1.00039
42000001,-0.642417,0.0114,0.350619,1.00003
43000001,-0.649285,0.0826,0.350626,1.00136
44000001,-0.644024,-0.0136,0.351711,1.00004
45000001,-0.633613,-0.0102,0.355423,1.00002
46000001,-0.630414,0.0106,0.347662,1.00002
47000001,-0.64474,0.0514,0.35464,1.00053
48000001,-0.649297,-0.0274,0.352218,1.00015
49000001,-0.655082,0.0722,0.34995,1.00104
50000001,-0.635022,0.07,0.353337,1.00098
51000001,-0.657866,0.0712,0.344718,1.00101
52000001,-0.639109,0.0492,0.35101,1.00048
53000001,-0.652039,0.158,0.34047,1.00499
54000001,-0.650247,0.0898,0.348015,1.00161
55000001,-0.63834,-0.0762,0.351262,1.00116
56000001,-0.635477,-0.073,0.351708,1.00107
57000001,-0.634211,0.0408,0.355169,1.00033
58000001,-0.648257,0.0712,0.352658,1.00101
59000001,-0.64691,0.0292,0.351798,1.00017
60000001,-0.632617,0.0414,0.354811,1.00034
61000001,-0.637339,-0.1026,0.35119,1.00211
62000001,-0.643251,-0.02,0.349591,1.00008
63000001,-0.646923,0.0636,0.3491,1.00081
64000001,-0.650694,-0.1208,0.353188,1.00292
65000001,-0.643195,0.0554,0.352811,1.00061
66000001,-0.645602,-0.0036,0.353805,1
67000001,-0.656192,-0.0672,0.357078,1.0009
68000001,-0.658614,-0.0878,0.348171,1.00154
69000001,-0.65013,0.0316,0.352147,1.0002
70000001,-0.646993,-0.0386,0.353879,1.0003
71000001,-0.642897,0.0274,0.354228,1.00015
72000001,-0.651384,0.0376,0.349651,1.00028
73000001,-0.640999,0.0394,0.356539,1.00031
74000001,-0.642805,0.0064,0.350665,1.00001
75000001,-0.641341,-0.0332,0.355736,1.00022
76000001,-0.63927,0.0234,0.354669,1.00011
77000001,-0.650133,-0.1156,0.355785,1.00267
78000001,-0.637884,0.0472,0.352712,1.00045
79000001,-0.647395,0.0388,0.356536,1.0003
80000001,-0.650038,-0.017,0.353099,1.00006
81000001,-0.639616,-0.0112,0.354823,1.00003
